dataset,episode_id,frame_index,timestamp,global_index,task_index,action_json,action_left_gripper,action_right_gripper,action_left_joint_0,action_left_joint_1,action_left_joint_2,action_left_joint_3,action_left_joint_4,action_left_joint_5,action_left_joint_6,action_right_joint_0,action_right_joint_1,action_right_joint_2,action_right_joint_3,action_right_joint_4,action_right_joint_5,action_right_joint_6
data_robot_give_0526,000001,0,0.0,134,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.006030021235346794, -0.12531471252441406, 1.3632028102874756, 0.5006866455078125, 0.7291905283927917, 0.05092698708176613, 0.054741740226745605, 0.017028268426656723]",-0.006030021235346794,0.017028268426656723,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.006030021235346794,-0.12531471252441406,1.3632028102874756,0.5006866455078125,0.7291905283927917,0.05092698708176613,0.054741740226745605,0.017028268426656723
data_robot_give_0526,000001,1,0.03333333507180214,135,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.02040894143283367, 0.04482337832450867, -0.006030021235346794, -0.12531471252441406, 1.3632028102874756, 0.5006866455078125, 0.7272831201553345, 0.05092698708176613, 0.054741740226745605, 0.017031606286764145]",-0.006030021235346794,0.017031606286764145,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.02040894143283367,0.04482337832450867,-0.006030021235346794,-0.12531471252441406,1.3632028102874756,0.5006866455078125,0.7272831201553345,0.05092698708176613,0.054741740226745605,0.017031606286764145
data_robot_give_0526,000001,2,0.06666667014360428,136,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.00602334551513195, -0.12531471252441406, 1.3632028102874756, 0.5006866455078125, 0.726138710975647, 0.05092698708176613, 0.05436026677489281, 0.0170249305665493]",-0.00602334551513195,0.0170249305665493,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.00602334551513195,-0.12531471252441406,1.3632028102874756,0.5006866455078125,0.726138710975647,0.05092698708176613,0.05436026677489281,0.0170249305665493
data_robot_give_0526,000001,3,0.10000000149011612,137,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.02040894143283367, 0.045204851776361465, -0.006030021235346794, -0.12531471252441406, 1.3632028102874756, 0.5006866455078125, 0.7257572412490845, 0.05130846053361893, 0.05436026677489281, 0.0170249305665493]",-0.006030021235346794,0.0170249305665493,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.02040894143283367,0.045204851776361465,-0.006030021235346794,-0.12531471252441406,1.3632028102874756,0.5006866455078125,0.7257572412490845,0.05130846053361893,0.05436026677489281,0.0170249305665493
data_robot_give_0526,000001,4,0.13333334028720856,138,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.02040894143283367, 0.04482337832450867, -0.006030021235346794, -0.12531471252441406, 1.3632028102874756, 0.5006866455078125, 0.7257572412490845, 0.05130846053361893, 0.05436026677489281, 0.017028268426656723]",-0.006030021235346794,0.017028268426656723,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.02040894143283367,0.04482337832450867,-0.006030021235346794,-0.12531471252441406,1.3632028102874756,0.5006866455078125,0.7257572412490845,0.05130846053361893,0.05436026677489281,0.017028268426656723
data_robot_give_0526,000001,5,0.1666666716337204,139,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.02040894143283367, 0.045204851776361465, -0.006030021235346794, -0.12531471252441406, 1.362821340560913, 0.5006866455078125, 0.7257572412490845, 0.05130846053361893, 0.05436026677489281, 0.01702159270644188]",-0.006030021235346794,0.01702159270644188,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.02040894143283367,0.045204851776361465,-0.006030021235346794,-0.12531471252441406,1.362821340560913,0.5006866455078125,0.7257572412490845,0.05130846053361893,0.05436026677489281,0.01702159270644188
data_robot_give_0526,000001,6,0.20000000298023224,140,0,"[0.012397955171763897, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.006026683375239372, -0.12531471252441406, 1.362058401107788, 0.5006866455078125, 0.725375771522522, 0.05130846053361893, 0.05436026677489281, 0.017028268426656723]",-0.006026683375239372,0.017028268426656723,0.012397955171763897,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.006026683375239372,-0.12531471252441406,1.362058401107788,0.5006866455078125,0.725375771522522,0.05130846053361893,0.05436026677489281,0.017028268426656723
data_robot_give_0526,000001,7,0.23333333432674408,141,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.006026683375239372, -0.12531471252441406, 1.3616769313812256, 0.5006866455078125, 0.7257572412490845, 0.05130846053361893, 0.05436026677489281, 0.0170249305665493]",-0.006026683375239372,0.0170249305665493,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.006026683375239372,-0.12531471252441406,1.3616769313812256,0.5006866455078125,0.7257572412490845,0.05130846053361893,0.05436026677489281,0.0170249305665493
data_robot_give_0526,000001,8,0.2666666805744171,142,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.02040894143283367, 0.045204851776361465, -0.006030021235346794, -0.12531471252441406, 1.3609139919281006, 0.5006866455078125, 0.725375771522522, 0.05130846053361893, 0.05436026677489281, 0.0170249305665493]",-0.006030021235346794,0.0170249305665493,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.02040894143283367,0.045204851776361465,-0.006030021235346794,-0.12531471252441406,1.3609139919281006,0.5006866455078125,0.725375771522522,0.05130846053361893,0.05436026677489281,0.0170249305665493
data_robot_give_0526,000001,9,0.30000001192092896,143,0,"[0.012397955171763897, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.006026683375239372, -0.12531471252441406, 1.3601510524749756, 0.5006866455078125, 0.7249943017959595, 0.05130846053361893, 0.05436026677489281, 0.017028268426656723]",-0.006026683375239372,0.017028268426656723,0.012397955171763897,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.006026683375239372,-0.12531471252441406,1.3601510524749756,0.5006866455078125,0.7249943017959595,0.05130846053361893,0.05436026677489281,0.017028268426656723
data_robot_give_0526,000001,10,0.3333333432674408,144,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.02040894143283367, 0.04482337832450867, -0.006030021235346794, -0.12531471252441406, 1.3586251735687256, 0.5006866455078125, 0.7249943017959595, 0.05130846053361893, 0.05436026677489281, 0.01702159270644188]",-0.006030021235346794,0.01702159270644188,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.02040894143283367,0.04482337832450867,-0.006030021235346794,-0.12531471252441406,1.3586251735687256,0.5006866455078125,0.7249943017959595,0.05130846053361893,0.05436026677489281,0.01702159270644188
