dataset,episode_id,frame_index,timestamp,global_index,task_index,action_json,action_left_gripper,action_right_gripper,action_left_joint_0,action_left_joint_1,action_left_joint_2,action_left_joint_3,action_left_joint_4,action_left_joint_5,action_left_joint_6,action_right_joint_0,action_right_joint_1,action_right_joint_2,action_right_joint_3,action_right_joint_4,action_right_joint_5,action_right_joint_6
data_robot_give_0526,000000,78,2.5999999046325684,78,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.00602334551513195, -0.0020981156267225742, 1.0011825561523438, 0.5113679766654968, 0.2756160795688629, 0.4201953113079071, -0.0722896158695221, 0.01702159270644188]",-0.00602334551513195,0.01702159270644188,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.00602334551513195,-0.0020981156267225742,1.0011825561523438,0.5113679766654968,0.2756160795688629,0.4201953113079071,-0.0722896158695221,0.01702159270644188
data_robot_give_0526,000000,79,2.633333444595337,79,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.006030021235346794, -0.0020981156267225742, 1.0011825561523438, 0.5109865069389343, 0.2752346098423004, 0.4201953113079071, -0.07267109304666519, 0.01702159270644188]",-0.006030021235346794,0.01702159270644188,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.006030021235346794,-0.0020981156267225742,1.0011825561523438,0.5109865069389343,0.2752346098423004,0.4201953113079071,-0.07267109304666519,0.01702159270644188
data_robot_give_0526,000000,80,2.6666667461395264,80,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.006030021235346794, -0.0020981156267225742, 1.0011825561523438, 0.5106050372123718, 0.2748531401157379, 0.4205767810344696, -0.07305257022380829, 0.01700490154325962]",-0.006030021235346794,0.01700490154325962,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.006030021235346794,-0.0020981156267225742,1.0011825561523438,0.5106050372123718,0.2748531401157379,0.4205767810344696,-0.07305257022380829,0.01700490154325962
data_robot_give_0526,000000,81,2.700000047683716,81,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.045204851776361465, -0.006030021235346794, -0.0020981156267225742, 1.0011825561523438, 0.509079098701477, 0.2759975492954254, 0.4209582805633545, -0.07457847148180008, 0.0168413445353508]",-0.006030021235346794,0.0168413445353508,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.045204851776361465,-0.006030021235346794,-0.0020981156267225742,1.0011825561523438,0.509079098701477,0.2759975492954254,0.4209582805633545,-0.07457847148180008,0.0168413445353508
data_robot_give_0526,000000,82,2.7333333492279053,82,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.006030021235346794, -0.0020981156267225742, 1.0011825561523438, 0.509079098701477, 0.2748531401157379, 0.4209582805633545, -0.08220797777175903, 0.01626722514629364]",-0.006030021235346794,0.01626722514629364,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.006030021235346794,-0.0020981156267225742,1.0011825561523438,0.509079098701477,0.2748531401157379,0.4209582805633545,-0.08220797777175903,0.01626722514629364
data_robot_give_0526,000000,83,2.7666666507720947,83,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.045204851776361465, -0.006030021235346794, -0.0020981156267225742, 1.0015640258789062, 0.509079098701477, 0.2744716703891754, 0.4209582805633545, -0.08297093212604523, 0.015145686455070972]",-0.006030021235346794,0.015145686455070972,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.045204851776361465,-0.006030021235346794,-0.0020981156267225742,1.0015640258789062,0.509079098701477,0.2744716703891754,0.4209582805633545,-0.08297093212604523,0.015145686455070972
data_robot_give_0526,000000,84,2.799999952316284,84,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.02040894143283367, 0.04482337832450867, -0.00602334551513195, -0.0020981156267225742, 1.0015640258789062, 0.509079098701477, 0.2748531401157379, 0.421339750289917, -0.0864042118191719, 0.013560177758336067]",-0.00602334551513195,0.013560177758336067,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.02040894143283367,0.04482337832450867,-0.00602334551513195,-0.0020981156267225742,1.0015640258789062,0.509079098701477,0.2748531401157379,0.421339750289917,-0.0864042118191719,0.013560177758336067
data_robot_give_0526,000000,85,2.8333332538604736,85,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.006030021235346794, -0.0020981156267225742, 1.0015640258789062, 0.509079098701477, 0.2752346098423004, 0.421339750289917, -0.09365224838256836, 0.011460632085800171]",-0.006030021235346794,0.011460632085800171,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.006030021235346794,-0.0020981156267225742,1.0015640258789062,0.509079098701477,0.2752346098423004,0.421339750289917,-0.09365224838256836,0.011460632085800171
data_robot_give_0526,000000,86,2.866666555404663,86,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.045204851776361465, -0.006026683375239372, -0.0020981156267225742, 1.0015640258789062, 0.509079098701477, 0.2752346098423004, 0.421339750289917, -0.10509651154279709, 0.008766938000917435]",-0.006026683375239372,0.008766938000917435,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.045204851776361465,-0.006026683375239372,-0.0020981156267225742,1.0015640258789062,0.509079098701477,0.2752346098423004,0.421339750289917,-0.10509651154279709,0.008766938000917435
data_robot_give_0526,000000,87,2.9000000953674316,87,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.006026683375239372, -0.0020981156267225742, 1.0015640258789062, 0.509079098701477, 0.2744716703891754, 0.421339750289917, -0.10891126841306686, 0.005812887102365494]",-0.006026683375239372,0.005812887102365494,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.006026683375239372,-0.0020981156267225742,1.0015640258789062,0.509079098701477,0.2744716703891754,0.421339750289917,-0.10891126841306686,0.005812887102365494
data_robot_give_0526,000000,88,2.933333396911621,88,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.045204851776361465, -0.006030021235346794, -0.0020981156267225742, 1.0015640258789062, 0.509079098701477, 0.2744716703891754, 0.4205767810344696, -0.11615930497646332, 0.0035364320501685143]",-0.006030021235346794,0.0035364320501685143,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.045204851776361465,-0.006030021235346794,-0.0020981156267225742,1.0015640258789062,0.509079098701477,0.2744716703891754,0.4205767810344696,-0.11615930497646332,0.0035364320501685143
data_robot_give_0526,000000,89,2.9666666984558105,89,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.04482337832450867, -0.006026683375239372, -0.0020981156267225742, 1.0015640258789062, 0.509079098701477, 0.2744716703891754, 0.4205767810344696, -0.134470134973526, 0.00324937142431736]",-0.006026683375239372,0.00324937142431736,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.04482337832450867,-0.006026683375239372,-0.0020981156267225742,1.0015640258789062,0.509079098701477,0.2744716703891754,0.4205767810344696,-0.134470134973526,0.00324937142431736
data_robot_give_0526,000000,90,3.0,90,0,"[0.01201647985726595, 0.0009536888683214784, 0.014686808921396732, 0.010109102353453636, 0.020027466118335724, 0.045204851776361465, -0.006026683375239372, -0.0020981156267225742, 1.0015640258789062, 0.509079098701477, 0.2744716703891754, 0.4205767810344696, -0.14171816408634186, 0.003793451003730297]",-0.006026683375239372,0.003793451003730297,0.01201647985726595,0.0009536888683214784,0.014686808921396732,0.010109102353453636,0.020027466118335724,0.045204851776361465,-0.006026683375239372,-0.0020981156267225742,1.0015640258789062,0.509079098701477,0.2744716703891754,0.4205767810344696,-0.14171816408634186,0.003793451003730297
